CMS ID,Revision ID,Content ID,Day,Key,Value,New Value
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.next_button,NEXT,NEXT
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.answers[0].text,A. Noom uses psychology to help you learn and change.,A. Noom uses psychology to help you learn and change.
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.answers[1].text,B. You don’t have to eliminate any foods (or eat anything you don’t want to).,B. You don’t have to eliminate any foods (or eat anything you don’t want to).
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.answers[2].text,C. Exercise is optional (but encouraged).,C. Exercise is optional (but encouraged).
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.answers[3].text,D. How—and why—you eat are more important than what you eat.,D. How—and why—you eat are more important than what you eat.
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.answers[4].text,"E. Things like sleep, stress, and healthy relationships matter just as much as food and exercise.","E. Things like sleep, stress, and healthy relationships matter just as much as food and exercise."
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.answers[5].text,F. All of the above.,F. All of the above.
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.answers[6].text,G. None of the above.,G. None of the above.
134754,248266,courchExpSX287Day1WelcomeEA3,1,[2].value.explanation,"<p>It’s <b>F. All of the above.</b> Wherever you’ve been, whatever you’ve tried, this time will be different. But seriously, we’re not just saying that—we’re psychologists. Helping people change for the better is kind of our thing. <br/></p>","<p>It’s <b>F. All of the above.</b> Wherever you’ve been, whatever you’ve tried, this time will be different. But seriously, we’re not just saying that—we’re psychologists. Helping people change for the better is kind of our thing. <br/></p>"
134754,248266,courchExpSX287Day1WelcomeEA3,1,[3].value.title, , 
134754,248266,courchExpSX287Day1WelcomeEA3,1,[3].value.cta_text,,
134754,248266,courchExpSX287Day1WelcomeEA3,1,[3].value.next_button,NEXT,NEXT
134754,248266,courchExpSX287Day1WelcomeEA3,1,[3].value.content[0].value,"<p></p><p>Just to get to this point, you’ve had to answer a lot of questions. (Thanks for taking the time!) We’ll use your answers to customize Noom to meet your needs, and to give your coaching team the information they need to best support you.</p><p><b><br/></b></p><p>You probably have some questions of your own: <i>What is Noom? And how is it going to help me get healthier, exactly?</i></p><p><br/></p><p>Well, we won’t leave you hanging (we wouldn’t dare).</p><p></p>","<p></p><p>Just to get to this point, you’ve had to answer a lot of questions. (Thanks for taking the time!) We’ll use your answers to customize Noom to meet your needs, and to give your coaching team the information they need to best support you.</p><p><b><br/></b></p><p>You probably have some questions of your own: <i>What is Noom? And how is it going to help me get healthier, exactly?</i></p><p><br/></p><p>Well, we won’t leave you hanging (we wouldn’t dare).</p><p></p>"
134754,248266,courchExpSX287Day1WelcomeEA3,1,[4].value.title, , 
134754,248266,courchExpSX287Day1WelcomeEA3,1,[4].value.cta_text,,
134754,248266,courchExpSX287Day1WelcomeEA3,1,[4].value.next_button,GET STARTED,GET STARTED
134754,248266,courchExpSX287Day1WelcomeEA3,1,[4].value.content[0].value,"<h4>Everything you need to succeed is right here:</h4><p></p><ol><li><b>A customized course</b> that’s rooted in science and psychology and empowers you to live your healthiest (dare we say best?) life.</li><li><b>An expert team</b>—including your Noom guides and a 1:1 coaching option—that will be there through it all.</li><li><b>Food logging</b> with real-time feedback to help you make healthier choices and discover what balance looks like for you. (Yes, you can have birthday cake. You can even have Tuesday cake.) </li></ol><p></p><p>Excited? Overwhelmed? Don’t worry, we’ll introduce each aspect of your Noom program in its own article over the next few days. </p><p><br/>Now it’s time to get started with your first <b>Noom course</b>.</p><p></p><p></p><p></p>","<h4>Everything you need to succeed is right here:</h4><p></p><ol><li><b>A customized course</b> that’s rooted in science and psychology and empowers you to live your healthiest (dare we say best?) life.</li><li><b>An expert team</b>—including your Noom guides and a 1:1 coaching option—that will be there through it all.</li><li><b>Food logging</b> with real-time feedback to help you make healthier choices and discover what balance looks like for you. (Yes, you can have birthday cake. You can even have Tuesday cake.) </li></ol><p></p><p>Excited? Overwhelmed? Don’t worry, we’ll introduce each aspect of your Noom program in its own article over the next few days. </p><p><br/>Now it’s time to get started with your first <b>Noom course</b>.</p><p></p><p></p><p></p>"
134754,248266,courchExpSX287Day1WelcomeEA3,1,top_level_cta,GET STARTED NOW,GET STARTED NOW
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[0].value.text,"<h4>Welcome!</h4><p><br/></p><p>In your opinion, at this very moment: What do you think is the best way to reach your weight-loss goals with Noom?</p>","<h4>Welcome!</h4><p><br/></p><p>In your opinion, at this very moment: What do you think is the best way to reach your weight-loss goals with Noom?</p>"
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[0].value.next_button,NEXT,NEXT
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[0].value.answers[0].text,A. Exclusively eat salads.,A. Exclusively eat salads.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[0].value.answers[1].text,B. Exercise for 30 minutes a day.,B. Exercise for 30 minutes a day.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[0].value.answers[2].text,C. Take lots of supplements.,C. Take lots of supplements.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[0].value.answers[3].text,D. Simply believe.,D. Simply believe.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[0].value.explanation,<p>It’s <b>D. Simply believe.</b><br/></p>,<p>It’s <b>D. Simply believe.</b><br/></p>
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[1].value.title, , 
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[1].value.cta_text,,
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[1].value.next_button,I BELIEVE,I BELIEVE
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[1].value.content[0].value,"<h4>Simply believe<br/></h4><p><br/></p><p>We started out with this concept because it’s just so important: Whether you think you can or you think you can’t, you’re right.</p><p><b><br/></b></p><p>In psychology, it’s called <b>self-efficacy</b>—the belief in your own ability to succeed. </p><p><b><br/></b></p><p>If you believe you will reach your goals, you will; if you don’t, you won’t. We know you can do it, but you need to know it, too. </p><p><br/>So before we get started, we have just one question: Do you <b>believe</b>?<br/></p>","<h4>Simply believe<br/></h4><p><br/></p><p>We started out with this concept because it’s just so important: Whether you think you can or you think you can’t, you’re right.</p><p><b><br/></b></p><p>In psychology, it’s called <b>self-efficacy</b>—the belief in your own ability to succeed. </p><p><b><br/></b></p><p>If you believe you will reach your goals, you will; if you don’t, you won’t. We know you can do it, but you need to know it, too. </p><p><br/>So before we get started, we have just one question: Do you <b>believe</b>?<br/></p>"
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.text,<p>What makes Noom different? <br/></p>,<p>What makes Noom different? <br/></p>
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.next_button,NEXT,NEXT
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.answers[0].text,A. Noom uses psychology to help you learn and change.,A. Noom uses psychology to help you learn and change.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.answers[1].text,B. You don’t have to eliminate any foods (or eat anything you don’t want to).,B. You don’t have to eliminate any foods (or eat anything you don’t want to).
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.answers[2].text,C. Exercise is optional (but encouraged).,C. Exercise is optional (but encouraged).
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.answers[3].text,D. How—and why—you eat are more important than what you eat.,D. How—and why—you eat are more important than what you eat.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.answers[4].text,"E. Things like sleep, stress, and healthy relationships matter just as much as food and exercise.","E. Things like sleep, stress, and healthy relationships matter just as much as food and exercise."
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.answers[5].text,F. All of the above.,F. All of the above.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.answers[6].text,G. None of the above.,G. None of the above.
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[2].value.explanation,"<p>It’s <b>F. All of the above.</b> Wherever you’ve been, whatever you’ve tried, this time will be different. But seriously, we’re not just saying that—we’re psychologists. Helping people change for the better is kind of our thing. <br/></p>","<p>It’s <b>F. All of the above.</b> Wherever you’ve been, whatever you’ve tried, this time will be different. But seriously, we’re not just saying that—we’re psychologists. Helping people change for the better is kind of our thing. <br/></p>"
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[3].value.title, , 
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[3].value.cta_text,,
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[3].value.next_button,NEXT,NEXT
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[3].value.content[0].value,"<p></p><p>Just to get to this point, you’ve had to answer a lot of questions. (Thanks for taking the time!) We’ll use your answers to customize Noom to meet your needs, and to give your coaching team the information they need to best support you.</p><p><b><br/></b></p><p>You probably have some questions of your own: <i>What is Noom? And how is it going to help me get healthier, exactly?</i></p><p><br/></p><p>Well, we won’t leave you hanging (we wouldn’t dare).</p><p></p>","<p></p><p>Just to get to this point, you’ve had to answer a lot of questions. (Thanks for taking the time!) We’ll use your answers to customize Noom to meet your needs, and to give your coaching team the information they need to best support you.</p><p><b><br/></b></p><p>You probably have some questions of your own: <i>What is Noom? And how is it going to help me get healthier, exactly?</i></p><p><br/></p><p>Well, we won’t leave you hanging (we wouldn’t dare).</p><p></p>"
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[4].value.title, , 
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[4].value.cta_text,,
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[4].value.next_button,GET STARTED,GET STARTED
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,[4].value.content[0].value,"<h4>Everything you need to succeed is right here:</h4><p></p><ol><li><b>A customized course</b> that’s rooted in science and psychology to empower you to live your healthiest (dare we say best?) life</li><li><b>An expert team</b>—including your 1:1 coach—that will be there through it all</li><li><b>Food logging</b> with real-time feedback to help you make healthier choices and discover what balance looks like for you. (Yes, you can have birthday cake. You can even have Tuesday cake.) </li></ol><p></p><p>Excited? Overwhelmed? Don’t worry, we’ll introduce each aspect of your Noom program in its own article over the next few days. </p><p><br/>Now it’s time to get started with your first <b>Noom course</b>.</p><p></p><p></p><p></p>","<h4>Everything you need to succeed is right here:</h4><p></p><ol><li><b>A customized course</b> that’s rooted in science and psychology to empower you to live your healthiest (dare we say best?) life</li><li><b>An expert team</b>—including your 1:1 coach—that will be there through it all</li><li><b>Food logging</b> with real-time feedback to help you make healthier choices and discover what balance looks like for you. (Yes, you can have birthday cake. You can even have Tuesday cake.) </li></ol><p></p><p>Excited? Overwhelmed? Don’t worry, we’ll introduce each aspect of your Noom program in its own article over the next few days. </p><p><br/>Now it’s time to get started with your first <b>Noom course</b>.</p><p></p><p></p><p></p>"
134753,246997,courchExpSXEN574PX106Day1WelcomeUX3,1,top_level_cta,GET STARTED NOW,GET STARTED NOW
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[0].value.title,Meet your first Noom course,Meet your first Noom course
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[0].value.cta_text,,
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[0].value.next_button,WHAT’S A NOOM EXPERT?,WHAT’S A NOOM EXPERT?
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[0].value.content[0].value,"<p><i>If you listened to the lesson, tap below to set your learning goal.</i></p><p><i><br/></i></p>","<p><i>If you listened to the lesson, tap below to set your learning goal.</i></p><p><i><br/></i></p>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[0].value.content[1].value.text,Set my learning goal,Set my learning goal
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[0].value.content[2].value,"<p><br/></p><p><br/></p><p>A wise person once said, “The journey of 1,000 miles begins with a single step.”<br/></p><p><br/></p><p>We say, “While the journey to becoming a Noom Expert begins with a single step, it’s luckily much shorter than 1,000 miles.”</p><p></p><p></p><p></p><p></p>","<p><br/></p><p><br/></p><p>A wise person once said, “The journey of 1,000 miles begins with a single step.”<br/></p><p><br/></p><p>We say, “While the journey to becoming a Noom Expert begins with a single step, it’s luckily much shorter than 1,000 miles.”</p><p></p><p></p><p></p><p></p>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[1].value.title, , 
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[1].value.cta_text,,
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[1].value.next_button,NEXT,NEXT
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[1].value.content[0].value,"<h4>A Noom Expert has learned everything there is to know about their relationship with food and the psychology of weight loss. </h4><p><br/></p><p><b>When you’re a Noom Expert, you’ll have:</b></p><ul><li>New healthy-eating and exercise habits that are sustainable (nothing extreme, nothing off-limits).</li><li>Good habits beyond nutrition and exercise—from a better sleep routine to regular self-care.</li><li>Lasting motivation and a tool kit of coping skills to manage stress and get back on track after slipups.</li><li>Mindfulness in all areas of your life (including eating choices, of course).</li><li>An improved relationship with food and your body.</li><li>Progress that extends far beyond the scale. From more confidence to better communication skills, the benefits will keep on coming.</li></ul>","<h4>A Noom Expert has learned everything there is to know about their relationship with food and the psychology of weight loss. </h4><p><br/></p><p><b>When you’re a Noom Expert, you’ll have:</b></p><ul><li>New healthy-eating and exercise habits that are sustainable (nothing extreme, nothing off-limits).</li><li>Good habits beyond nutrition and exercise—from a better sleep routine to regular self-care.</li><li>Lasting motivation and a tool kit of coping skills to manage stress and get back on track after slipups.</li><li>Mindfulness in all areas of your life (including eating choices, of course).</li><li>An improved relationship with food and your body.</li><li>Progress that extends far beyond the scale. From more confidence to better communication skills, the benefits will keep on coming.</li></ul>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[2].value.title, , 
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[2].value.cta_text,,
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[2].value.next_button,NEXT,NEXT
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[2].value.content[0].value,"<p><b>Throughout your experience, you’ll complete 10 mini-courses that cover everything you need to know to become a Noom Expert.</b> Way better than 1,000 miles, right?</p><p><b><br/></b></p><p>Each mini-course will end with a final quiz (not as scary as it sounds, promise), which helps build your confidence, encourages motivation, and ensures you’ve learned key concepts before graduating to the next mini-course.</p><p><b><br/></b></p><p>While becoming a Noom Expert won’t happen overnight, you’ll be getting a little bit stronger every day and growing into a new version of yourself along the way. </p><p><br/></p><p><b>To track your progress, we divided your journey into four phases:</b></p><ul><li>Noom Novice</li><li>Noom Apprentice</li><li>Noom Scholar</li><li>Noom Expert</li></ul><p></p>","<p><b>Throughout your experience, you’ll complete 10 mini-courses that cover everything you need to know to become a Noom Expert.</b> Way better than 1,000 miles, right?</p><p><b><br/></b></p><p>Each mini-course will end with a final quiz (not as scary as it sounds, promise), which helps build your confidence, encourages motivation, and ensures you’ve learned key concepts before graduating to the next mini-course.</p><p><b><br/></b></p><p>While becoming a Noom Expert won’t happen overnight, you’ll be getting a little bit stronger every day and growing into a new version of yourself along the way. </p><p><br/></p><p><b>To track your progress, we divided your journey into four phases:</b></p><ul><li>Noom Novice</li><li>Noom Apprentice</li><li>Noom Scholar</li><li>Noom Expert</li></ul><p></p>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[3].value.title, , 
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[3].value.cta_text,,
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[3].value.next_button,SOUNDS GOOD TO ME,SOUNDS GOOD TO ME
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[3].value.content[0].value,"<p><b>As a Noom Novice, you’ll learn what Noom is all about and finally understand that there’s an entire psychology to weight loss and your relationship with food.</b> Little by little, the challenges you complete will make you realize that you’ve got the power. </p><br/><p>When you’re a <b>Noom Apprentice, you’ll start noticing that the new habits you’re developing are becoming second nature, and you’re feeling more motivated than ever</b><b>.</b> Habits like meal planning, healthy snacking, reaching your step goal, and enjoying treats in moderation—they’re not easy, but they’re becoming automatic.</p><br/><p><b>As a Noom Scholar, you’ll see progress beyond the scale</b>—things like having more energy, sleeping better, and feeling more confident in your skin. Bonus: Others will probably start to notice these changes, too. (They might even be a little jealous.)</p><br/>When you finally graduate to Noom Expert, you’ll feel like you’ve traveled 1,000 miles—in a good way, where you’re sore, and now you know what Everest looks like. But also, <b>you’ll have entirely remodeled your health habits and redefined your relationships with food, exercise, and, most importantly, yourself</b><b>.</b> At this point, you’ll be ready to apply all the skills you’ve learned here to other areas of your life, including work, productivity, relationships, and beyond.<p></p>","<p><b>As a Noom Novice, you’ll learn what Noom is all about and finally understand that there’s an entire psychology to weight loss and your relationship with food.</b> Little by little, the challenges you complete will make you realize that you’ve got the power. </p><br/><p>When you’re a <b>Noom Apprentice, you’ll start noticing that the new habits you’re developing are becoming second nature, and you’re feeling more motivated than ever</b><b>.</b> Habits like meal planning, healthy snacking, reaching your step goal, and enjoying treats in moderation—they’re not easy, but they’re becoming automatic.</p><br/><p><b>As a Noom Scholar, you’ll see progress beyond the scale</b>—things like having more energy, sleeping better, and feeling more confident in your skin. Bonus: Others will probably start to notice these changes, too. (They might even be a little jealous.)</p><br/>When you finally graduate to Noom Expert, you’ll feel like you’ve traveled 1,000 miles—in a good way, where you’re sore, and now you know what Everest looks like. But also, <b>you’ll have entirely remodeled your health habits and redefined your relationships with food, exercise, and, most importantly, yourself</b><b>.</b> At this point, you’ll be ready to apply all the skills you’ve learned here to other areas of your life, including work, productivity, relationships, and beyond.<p></p>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[4].value.title, , 
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[4].value.cta_text,,
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[4].value.next_button,NEXT,NEXT
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[4].value.content[0].value,"<p>Here’s a sneak peek at the road ahead:</p><p><br/></p><h4><embed alt=""courseprogressfixed"" embedtype=""image"" format=""fullwidth"" id=""9020""/><br/></h4><p>Each mini-course can be finished within a few days to two weeks, while your journey to becoming a Noom Expert can be completed in 16 weeks. At that point, you can continue into the final phase of the program with the other Noomers who reach this very elite status. <br/></p><p><br/></p><p>You can track your progress and congratulate yourself (which we highly recommend!) in the “Course progress” section of the app—just tap the icon in the top-right corner.</p><p><embed alt=""frame29x3"" embedtype=""image"" format=""fullwidth"" id=""8522""/><br/></p>","<p>Here’s a sneak peek at the road ahead:</p><p><br/></p><h4><embed alt=""courseprogressfixed"" embedtype=""image"" format=""fullwidth"" id=""9020""/><br/></h4><p>Each mini-course can be finished within a few days to two weeks, while your journey to becoming a Noom Expert can be completed in 16 weeks. At that point, you can continue into the final phase of the program with the other Noomers who reach this very elite status. <br/></p><p><br/></p><p>You can track your progress and congratulate yourself (which we highly recommend!) in the “Course progress” section of the app—just tap the icon in the top-right corner.</p><p><embed alt=""frame29x3"" embedtype=""image"" format=""fullwidth"" id=""8522""/><br/></p>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.title, , 
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.cta_text,,
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.next_button,DONE,DONE
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.content[0].value,"<h4>You can make progress toward your goals with as little as a few minutes per day. </h4><p><b><br/></b></p><p>We’ve found that Noomers who <b>choose a goal that they can achieve every day are most likely to reach their goals.</b></p><p><br/></p><p>That's right. It's not about choosing the most ambitious goal, but the most achievable goal. Setting a goal that you can achieve will not only increase your confidence but also help you build the habit of Nooming that much sooner! Based on your target weight loss pace, we recommend starting with 5 to 8 or 9 to 12 minutes per day. (And just so you know, you can always keep going once you’ve reached your goal.)</p><p><br/></p><p><br/></p><p></p>","<h4>You can make progress toward your goals with as little as a few minutes per day. </h4><p><b><br/></b></p><p>We’ve found that Noomers who <b>choose a goal that they can achieve every day are most likely to reach their goals.</b></p><p><br/></p><p>That's right. It's not about choosing the most ambitious goal, but the most achievable goal. Setting a goal that you can achieve will not only increase your confidence but also help you build the habit of Nooming that much sooner! Based on your target weight loss pace, we recommend starting with 5 to 8 or 9 to 12 minutes per day. (And just so you know, you can always keep going once you’ve reached your goal.)</p><p><br/></p><p><br/></p><p></p>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.content[1].value.title,Select how much time you want to spend on Noom lessons every day: ,Select how much time you want to spend on Noom lessons every day: 
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.content[1].value.error,Please choose an amount of time,Please choose an amount of time
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.content[1].value.options[0].text,1 to 4 minutes,1 to 4 minutes
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.content[1].value.options[1].text,5 to 8 minutes,5 to 8 minutes
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.content[1].value.options[2].text,9 to 12 minutes,9 to 12 minutes
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,[5].value.content[2].value,"<p><br/></p><p>Now it’s time to start your first mini-course, where you’ll begin learning about the psychology of health and weight loss. <br/></p>","<p><br/></p><p>Now it’s time to start your first mini-course, where you’ll begin learning about the psychology of health and weight loss. <br/></p>"
134743,247555,courchExpSX321Day1YourCourseFastUX3,1,top_level_cta,DONE,DONE
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[0].value.title,Meet your first Noom course,Meet your first Noom course
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[0].value.cta_text,,
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[0].value.next_button,WHAT’S A NOOM EXPERT?,WHAT’S A NOOM EXPERT?
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[0].value.content[0].value,"<p><i>If you listened to the lesson, tap below to set your learning goal.</i></p><p><i><br/></i></p>","<p><i>If you listened to the lesson, tap below to set your learning goal.</i></p><p><i><br/></i></p>"
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[0].value.content[1].value.text,Set my learning goal,Set my learning goal
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[0].value.content[2].value,"<p><br/></p><p><br/></p><p>A wise person once said, “The journey of 1,000 miles begins with a single step.”<br/></p><p><br/></p><p>We say, “While the journey to becoming a Noom Expert begins with a single step, it’s luckily much shorter than 1,000 miles.”</p><p></p><p></p><p></p><p></p>","<p><br/></p><p><br/></p><p>A wise person once said, “The journey of 1,000 miles begins with a single step.”<br/></p><p><br/></p><p>We say, “While the journey to becoming a Noom Expert begins with a single step, it’s luckily much shorter than 1,000 miles.”</p><p></p><p></p><p></p><p></p>"
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[1].value.title, , 
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[1].value.cta_text,,
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[1].value.next_button,NEXT,NEXT
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[1].value.content[0].value,"<h4>A Noom Expert has learned everything there is to know about their relationship with food and the psychology of weight loss. </h4><p><br/></p><p><b>When you’re a Noom Expert, you’ll have:</b></p><ul><li>New healthy-eating and exercise habits that are sustainable (nothing extreme, nothing off-limits).</li><li>Good habits beyond nutrition and exercise—from a better sleep routine to regular self-care.</li><li>Lasting motivation and a tool kit of coping skills to manage stress and get back on track after slipups.</li><li>Mindfulness in all areas of your life (including eating choices, of course).</li><li>An improved relationship with food and your body.</li><li>Progress that extends far beyond the scale. From more confidence to better communication skills, the benefits will keep on coming.</li></ul>","<h4>A Noom Expert has learned everything there is to know about their relationship with food and the psychology of weight loss. </h4><p><br/></p><p><b>When you’re a Noom Expert, you’ll have:</b></p><ul><li>New healthy-eating and exercise habits that are sustainable (nothing extreme, nothing off-limits).</li><li>Good habits beyond nutrition and exercise—from a better sleep routine to regular self-care.</li><li>Lasting motivation and a tool kit of coping skills to manage stress and get back on track after slipups.</li><li>Mindfulness in all areas of your life (including eating choices, of course).</li><li>An improved relationship with food and your body.</li><li>Progress that extends far beyond the scale. From more confidence to better communication skills, the benefits will keep on coming.</li></ul>"
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[2].value.title, , 
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[2].value.cta_text,,
134744,247556,courchExpSX321Day1YourCourseSlowUX3,1,[2].value.next_button,NEXT,NEXT
